Month Name,Agency,Description,Borough,# of Incidents,Response Times
2018 / 07,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,1980,480.73
2018 / 07,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,21,878.62
2018 / 07,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,558,494.22
2018 / 07,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,11693,579.13
2018 / 07,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,29173,724.83
2018 / 07,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,8170,51.79
2018 / 07,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,438,542.44
2018 / 07,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9757,627.68
2018 / 07,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,24593,848.51
2018 / 07,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,5025,47.92
2018 / 07,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,498,464.31
2018 / 07,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,10757,578.12
2018 / 07,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,25296,790.15
2018 / 07,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,7797,58.70
2018 / 07,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,515,501.63
2018 / 07,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8041,581.27
2018 / 07,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,19935,644.95
2018 / 07,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5376,42.54
2018 / 07,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,110,446.57
2018 / 07,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1807,532.71
2018 / 07,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4187,588.54
2018 / 07,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1256,57.64
2018 / 07,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,15,1028.73
2018 / 07,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,39,993.38
2018 / 07,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,9,22.22
2018 / 07,FDNY,Average response time to structural fires,Brooklyn,322,280.63
2018 / 07,FDNY,Average response time to non-structural fires,Brooklyn,245,333.91
2018 / 07,FDNY,Average response time to non-fire emergencies,Brooklyn,8996,505.13
2018 / 07,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,4191,430.82
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,567,60.49
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,567,36.86
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,567,2.47
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,567,0.18
2018 / 07,FDNY,Average response time to structural fires,Bronx,282,319.50
2018 / 07,FDNY,Average response time to non-structural fires,Bronx,161,393.77
2018 / 07,FDNY,Average response time to non-fire emergencies,Bronx,6425,570.93
2018 / 07,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2578,500.04
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,443,38.83
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,443,58.01
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,443,2.93
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,443,0.23
2018 / 07,FDNY,Average response time to structural fires,Manhattan,231,305.06
2018 / 07,FDNY,Average response time to non-structural fires,Manhattan,167,376.40
2018 / 07,FDNY,Average response time to non-fire emergencies,Manhattan,7273,544.52
2018 / 07,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,3246,488.71
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,398,45.73
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,398,51.01
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,398,3.27
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,398,0.25
2018 / 07,FDNY,Average response time to structural fires,Queens,176,312.65
2018 / 07,FDNY,Average response time to non-structural fires,Queens,184,382.65
2018 / 07,FDNY,Average response time to non-fire emergencies,Queens,5871,566.69
2018 / 07,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2789,466.00
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,360,36.39
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,360,59.44
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,360,3.61
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,360,0.56
2018 / 07,FDNY,Average response time to structural fires,Staten Island,46,331.43
2018 / 07,FDNY,Average response time to non-structural fires,Staten Island,53,368.85
2018 / 07,FDNY,Average response time to non-fire emergencies,Staten Island,1599,525.37
2018 / 07,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,667,432.74
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,99,28.28
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,99,67.68
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,99,4.04
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,99,0.00
2018 / 07,FDNY,Average response time to non-structural fires,Unspecified,1,430.00
2018 / 07,FDNY,Average response time to non-fire emergencies,Unspecified,13,768.23
2018 / 07,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,2,488.50
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Unspecified,1,0.00
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Unspecified,1,100.00
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Unspecified,1,0.00
2018 / 07,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Unspecified,1,0.00
2018 / 06,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,13257,493.40
2018 / 06,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10947,554.83
2018 / 06,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,12127,526.01
2018 / 06,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,9161,511.66
2018 / 06,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2065,474.76
2018 / 06,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,24,787.46
